text	label
find a photograph called call on me 	SearchCreativeWork
add tune to my hype playlist	AddToPlaylist
what films are playing at the nearest movie theatre 	SearchScreeningEvent
add por una cabeza to my playlist called this is new edition	AddToPlaylist
play a scott lafaro soundtrack	PlayMusic
add wastedagain to the wild & free workout playlist	AddToPlaylist
add this track to duetos	AddToPlaylist
find an art called cassidy 	SearchCreativeWork
i want to eat at a pickled cucumber brasserie in 12 months	BookRestaurant
give this saga a 1 	RateBook
add the song to the dub on the beach playlist	AddToPlaylist
i need a table at the ledbury at 18 o clock	BookRestaurant
will it be humid in beedeville on november 20	GetWeather
i want to give the canon of medicine one out of 6 stars 	RateBook
play music from 2014	PlayMusic
play iheart	PlayMusic
please look up the falls church news-press album 	SearchCreativeWork
find a television show called merced sun-star 	SearchCreativeWork
find the closest movie theatre with films	SearchScreeningEvent
can you pull up channel m news	SearchCreativeWork
play 2011 music 	PlayMusic
find a song called be quick or be dead 	SearchCreativeWork
is live from sturgis 2006 playing at four o clock at the nearest cinema	SearchScreeningEvent
she me movie times	SearchScreeningEvent
put deep purple on this is jennifer lopez	AddToPlaylist
what is the weather in sint maarten	GetWeather
give 5 points to the deathlord of ixia	RateBook
which films are playing at malco theatres	SearchScreeningEvent
play lorenzo palacios quispe	PlayMusic
add this track to the classical music for smart kids playlist	AddToPlaylist
give five out of 6 to this novel	RateBook
give two out of 6 to a christmas carol	RateBook
show movie schedules	SearchScreeningEvent
find me the picture entitled i’ll take care of you 	SearchCreativeWork
give this textbook zero out of 6 points	RateBook
weather for close-by parc national de kolkheti	GetWeather
i d like a table in a smoking room in a taverna on sep  23  2023	BookRestaurant
i give it a rating value of four to 6 to a book called liberalism and the limits of justice	RateBook
add om to my classic punk	AddToPlaylist
rate the current novel 0 of 6	RateBook
book me a table for seven people at a bar with a pool 	BookRestaurant
i want to listen to swing music on iheart	PlayMusic
rate this essay a two	RateBook
use netflix to play music	PlayMusic
what will the weather be like 19 minutes from now in nepal	GetWeather
include laarni lozada on endorphin rush playlist	AddToPlaylist
make a reservation for 9 at a brasserie with parking	BookRestaurant
add my track to old school metal playlist	AddToPlaylist
what are the movie schedules for movies around here	SearchScreeningEvent
what s the weather forecast for moss hill	GetWeather
what will the weather be like not far from alabama on may 9  2037	GetWeather
play takes place in your work space by eddie kendricks	PlayMusic
ethiopia ellenton has snow weather at eight pm	GetWeather
find jono and ben	SearchCreativeWork
play top-twenty song from 2015	PlayMusic
i need seating at floating restaurant in tennessee for a group of 9	BookRestaurant
play music on groove shark 	PlayMusic
give two stars to current chronicle	RateBook
find the boys in the band 	SearchCreativeWork
i d like to find the soundtrack tianjin today evening news	SearchCreativeWork
show the philosophy and phenomenological research saga	SearchCreativeWork
what are the movie schedules	SearchScreeningEvent
wish to hear the album since i saw you last	SearchCreativeWork
what is the closest movie theatre that is playing moment to moment	SearchScreeningEvent
find a novel called east liberty	SearchCreativeWork
where is the chief cook playing	SearchScreeningEvent
can you play something from 1966 by mc ren on spotify	PlayMusic
play music from 2005 by justin broadrick	PlayMusic
i want to add a song by w c clark to my nerding around playlist	AddToPlaylist
add parempi mies to the café con leche playlist  	AddToPlaylist
put this track on alok house party playlist	AddToPlaylist
rate this saga two with a bet rating of 6	RateBook
find movie times for close by movies 	SearchScreeningEvent
i give this next essay zero out of 6 points	RateBook
play me a song by michael diamond	PlayMusic
show creativity of all for one	SearchCreativeWork
i d like to watch movies at the closest movie theatre	SearchScreeningEvent
what s the weather going to be in 7 hours in fm	GetWeather
add the crabfish to my playlist called the sleep machine rainforest	AddToPlaylist
where can i find the photograph of mr blobby	SearchCreativeWork
what is the forecast for cold temps in nevada	GetWeather
i need a reservation for four this year at a restaurant	BookRestaurant
play the song jingle bells	PlayMusic
play some 1993 concerto off of slacker	PlayMusic
book a spot for 1 at a south american restaurant	BookRestaurant
book a spot at a taverna for my cousin and i in burundi	BookRestaurant
play the top song from damon albarn using slacker	PlayMusic
find the show go with the flow	SearchCreativeWork
add heresy and the hotel choir to the evening acoustic playlist	AddToPlaylist
add songs tune in reggae infusions	AddToPlaylist
i give the last textbook one out of 6 points 	RateBook
book a restaurant on june the fifth in cavour 	GetWeather
add the patty patty sound  to my metal talks kreator playlist	AddToPlaylist
rate this essay a four	RateBook
book a spot for 4 at a restaurant in shambaugh md	BookRestaurant
give me the weather forecast for lower lake on sep  21  2038	GetWeather
add slave to the rhythm to the playlist massive soca hits	AddToPlaylist
add the block brochure welcome to the soil 6 onto my café con leche list	AddToPlaylist
looking for video game for those who would walk with the gods	SearchCreativeWork
can i get a table at the fort	BookRestaurant
find the schedule for rare birds at the nearest movie theatre at noon 	SearchScreeningEvent
rate this chronicle one of 6 points	RateBook
the current saga deserves a 5 rating  	RateBook
what will the weather be at my current location on december the 2nd  2029	GetWeather
is goodbye mr  chips showing twelve minutes from now	SearchScreeningEvent
add testifying to  donna s tokyo rising palylist	AddToPlaylist
when is you walk so softly playing at kerasotes theatres	SearchScreeningEvent
find the hundred-foot journey	SearchCreativeWork
this book gets points for being current and a three	RateBook
find the magical world of roger whittaker	SearchCreativeWork
add dr know to my todo alternativo playlist  	AddToPlaylist
find me the seven-ups	SearchCreativeWork
add the name cry like a baby to my a mis niños de 30 playlist	AddToPlaylist
add matthew helders artist in showstopper being mary jane	AddToPlaylist
what is the forecast for temperate weather in bellechester	GetWeather
can you find me the trailer of the hippocratic oath	SearchCreativeWork
play the happiest days of our lives by tommy emmanuel	PlayMusic
play the fool on the hill by khwaja ghulam farid	PlayMusic
book a restaurant not far in milladore for 6 people 	BookRestaurant
rate the current novel zero points	RateBook
play a twenties tune by jodie aysha 	PlayMusic
play twenties music off of my itunes	PlayMusic
rate the firebrand one of 6 stars	RateBook
book a restaurant for 2 at a cafe that i can get a croissant at	BookRestaurant
rate the travels of lao can five out of 6	RateBook
what time is the rocketeer showing	SearchScreeningEvent
play music from 2015	PlayMusic
play inventions for the new season	PlayMusic
add this track to new hip hop	AddToPlaylist
can you find the album simplescreenrecorder	SearchCreativeWork
add a track to my classical feast playlist 	AddToPlaylist
find the show how to meet the lucky stars	SearchCreativeWork
add a kj 52 track to the te quiero playlist  	AddToPlaylist
add the lady bunny album to décadas	AddToPlaylist
book the mustard seed in turks and caicos islands for 9 people 	BookRestaurant
play some oleg anofriyev from 1960 	PlayMusic
play a sound track by tom thacker	PlayMusic
book in town for 3 at a restaurant outdoor that is not far	BookRestaurant
play the concert from philip oakey 1973 concert on netflix	PlayMusic
add a tune to my this is marc anthony playlist	AddToPlaylist
is there going to be a depression two hundred sixteen days and a half from now in mill bluff state park	GetWeather
i give this current novel zero stars and a best rating of 6	RateBook
give 5 out of 6 points to racing the rain	RateBook
what is the local movie times	SearchScreeningEvent
what is the forecast for west virginia will it be snowy	GetWeather
what s the forecast for alley  canada	GetWeather
can you put this track onto the playlist the selektor	AddToPlaylist
i want to book a far brasserie that serves minestrone in pa for a party of 9 in 15 minutes	BookRestaurant
rate this current essay four out of 6 	RateBook
i need a table at a highly rated diner	BookRestaurant
rate the current album two points	RateBook
what s the weather forecast not far from here 	GetWeather
i want to reserve a gastropub that has a spa 	BookRestaurant
play lastfm pop tunes	PlayMusic
play music from the top-5 from artist kenia arias	PlayMusic
use netflix to play michael white tune from 1955	PlayMusic
find a reservation at a brasserie restaurant nearby sc for a party of ten	BookRestaurant
add image to the nuclear blast novelties playlist	AddToPlaylist
what s the weather for april 10th  2028 in arkansas	GetWeather
show me the book f-1 grand prix part ii	SearchCreativeWork
give me movie times	SearchScreeningEvent
will it be stormy in ritchey in palau	GetWeather
what movies are scheduled in the neighbourhood	SearchScreeningEvent
i would give the call of the toad a value of zero and a best rating of 6	RateBook
give me some hank shermann from 1975 on lastfm	PlayMusic
what movies are scheduled at plitt theatres	SearchScreeningEvent
book a restaurant for 7 people 	BookRestaurant
find movie schedules at imax corporation	SearchScreeningEvent
is it hot in gold beach  bahrain 	GetWeather
find the cartel vol  2 novel	SearchCreativeWork
can you please give me the forecast for the dominica	GetWeather
show creativity of home brew	SearchCreativeWork
book a table at skycity in salado for me and hannah	BookRestaurant
what is the forecast for sea isle city in louisiana for warmer weather	GetWeather
add the second three years to my workout twerkout playlist	AddToPlaylist
forecast for hardinsburg 20 seconds from now	GetWeather
i need a reservation for four at a bar	BookRestaurant
rate gilgamesh the king 5 out of 6	RateBook
add lisa dalbello to my 2015 cma awards nominees list	AddToPlaylist
book the atomic cafe for ten people 	BookRestaurant
i want to watch manthan	SearchCreativeWork
what s the weather in stamps	GetWeather
book a table for 1 person at a popular brasserie in jansen that serves english food	BookRestaurant
show movie schedule at amco entertainment	SearchScreeningEvent
i want a restaurant in idaho for 2 of us 	BookRestaurant
play portsmouth by paul smith on google music 	PlayMusic
restaurant in niger for my mom and i	BookRestaurant
search for the toucher and rich show	SearchCreativeWork
play hughie graham by vidyadhar vyas	PlayMusic
add tune to my this is animal collective	AddToPlaylist
i want the weather for saint martin next year	GetWeather
is the missing clerk playing	SearchScreeningEvent
find the movie schedule for pacific theatres 	SearchScreeningEvent
not yet: a memoir of living and almost dying was one out of 6 stars	RateBook
show creativity of painting of me too	SearchCreativeWork
i am looking for the creative work a wonderful life	SearchCreativeWork
add nour mhanna to workday lounge	AddToPlaylist
add natasha to my all things post playlist	AddToPlaylist
add the piano bar to my cindy wilson	AddToPlaylist
i would give the series history decoded: the 10 greatest conspiracies of all time a rating of 3 points	RateBook
play a seventies ballad by annunzio paolo mantovani on groove shark	PlayMusic
find a tv show called shake hands with beef	SearchCreativeWork
will it rain here at 13:22:09	GetWeather
give this a 0 for this book	RateBook
can you add esquivando charcos to my playlist entitled the piano bar	AddToPlaylist
can you use pandora to play a soundtrack from 1999 by david sitek	PlayMusic
can you add woman of the world to my playlist entitled duetos	AddToPlaylist
i want to listen to keep the faith	SearchCreativeWork
where can i see the show kind of glue	SearchCreativeWork
i want to book a table for me and josefa at jacob wirth restaurant in branford 	BookRestaurant
what time is cinema playing the village priest	SearchScreeningEvent
play music from 1950	PlayMusic
add hold my liquor to electronow	AddToPlaylist
find the tv show tribute to the troops	SearchCreativeWork
find the nearest movies at a movie theatre	SearchScreeningEvent
play new ian mclagan	PlayMusic
what s the weather in la pine	GetWeather
can you add some disco to my playlist called genuine r&b	AddToPlaylist
book me a table for two in oakes 	BookRestaurant
play any song from the eighties	PlayMusic
add split the difference to my women s lit playlist	AddToPlaylist
what is the forecast for the current spot for cloudy conditions	GetWeather
book reservations at james d  conrey house at 1 pm for a party of nine	BookRestaurant
give waiting for the mahatma 5 out of 6 points 	RateBook
show movie times of films close by	SearchScreeningEvent
please search the karobar economic daily picture 	SearchCreativeWork
find a soundtrack called the christmas shoes 	SearchCreativeWork
freud: the mind of the moralist should be rated 2 stars with a best rating of 6	RateBook
casey chavez  lucinda and karina want to eat at a diner on december the 7th	BookRestaurant
open zvooq and play the best songs from device	PlayMusic
is it going to be cold today in wing	GetWeather
find a movie schedule	SearchScreeningEvent
can i get the movie schedules for loews cineplex	SearchScreeningEvent
play something by brian chase 	PlayMusic
where can i find tales of ghost castle	SearchCreativeWork
i want a table to seat 10 at a close-by to ottumwa that serves osteria and ranch dressing 	BookRestaurant
i want top-rated veneto cuisine at a restaurant in antietam for 2 	BookRestaurant
what will the weather be like in port clinton  nebraska around midnight	GetWeather
book a table for ten people at a restaurant that serves noodle	BookRestaurant
will there be rain next year in new hampshire	GetWeather
rate this series chronicle 0 points	RateBook
is it forecast to be freezing in benedict	GetWeather
how chilly is it close to hollidaysburg	GetWeather
find films at alamo drafthouse cinema	SearchScreeningEvent
play some seventies music on netflix 	PlayMusic
add blood guts & glory to my this is chopin	AddToPlaylist
rate this textbook four points	RateBook
please get me a reservation at a restaurant with a pool for manuela and yvonne	BookRestaurant
rate the beyond black saga a one	RateBook
i d like to eat at the firehouse restaurant	BookRestaurant
i want the film for nearest movie theatre	SearchScreeningEvent
play the ocelot record using zvooq	PlayMusic
i d like to give a two rating to the abolition of britain 	RateBook
this chronicle is a zero out of 6 	RateBook
rate the best american short stories 2007 one out of 6 points	RateBook
add deuce to my listas de éxitos playlist	AddToPlaylist
put molly and tenbrooks in the french n  heavy playlist  	AddToPlaylist
what is the american samoa forecast for hot weather	GetWeather
add warpaint in my pre-party list	AddToPlaylist
i give life during wartime a one out of 6 	RateBook
rate the my beloved world saga a one 	RateBook
where can i purchase the tv series the mating season	SearchCreativeWork
i d like to see the book the royal thousand	SearchCreativeWork
find the closest movie house that plays animated movies	SearchScreeningEvent
i need a reservation for chapter one in west odessa for a party of one	BookRestaurant
add a tom thacker tune to my rock classics	AddToPlaylist
tell me the weather forecast for here	GetWeather
add this song to my crossroad blues playlist	AddToPlaylist
i want to hear secrets on parade from tommy walter	PlayMusic
find a tv show called engaged to the unidentified	SearchCreativeWork
is love  marilyn playing	SearchScreeningEvent
i want to rate the current textbook with 4	RateBook
where is the closest cinema that features animated movies	SearchScreeningEvent
 i would give this current book a rating a five and a best rating of 6	RateBook
let me have the movie schedules for general cinema corporation	SearchScreeningEvent
what movies are playing at southern theatres	SearchScreeningEvent
add an artist to the décadas playlist 	AddToPlaylist
what will the weather be like on feb  8  2034 in cedar mountain wilderness	GetWeather
reserve me a table for 10 at a mt cafe for breakfast 	BookRestaurant
what s the weather going to be like near moldova on fri 	GetWeather
add a-hunting we will go to the emily dickinson playlist	AddToPlaylist
what is the weather in sehlabathebe-nationalpark	GetWeather
find a picture of a breed apart	SearchCreativeWork
add this tune by harry connick jr to my jazz brasileiro playlist	AddToPlaylist
when can i see journey to the end of the night	SearchScreeningEvent
will it be hot in saint jo alaska	GetWeather
book a restaurant that serves bouchée for midnight 	BookRestaurant
find 300: march to glory  a song	SearchCreativeWork
add this song to my list called the birth of cool	AddToPlaylist
book a co table at windows on the world	BookRestaurant
rate cotton comes to harlem a 2	RateBook
i want to hear a 1957 theme song	PlayMusic
search for the song called journal of the american statistical association	SearchCreativeWork
what is the weather forecast close to puerto rico	GetWeather
find a love song	SearchCreativeWork
put this song in my funk playlist  please	AddToPlaylist
need a table at a restaurant serving foie gras on halloween for two at northern mariana islands	BookRestaurant
add tune to electro workout	AddToPlaylist
play russell morris s the singer and the song on netflix 	PlayMusic
2 of us want to eat at a restaurant that serves meatballs in vt	BookRestaurant
find a restaurant for marylou and i within walking distance of my mum s hotel	BookRestaurant
find me the movie schedule for great escape theatres	SearchScreeningEvent
book a table for tomorrow for five people 	BookRestaurant
book a gastropub in rose creek for elevenses 	BookRestaurant
what s the closest movie theatre showing harbour beat	SearchScreeningEvent
i m looking for the television show the flame	SearchCreativeWork
i want to give the cat who walks through walls a 1	RateBook
what are the movie times	SearchScreeningEvent
i want to listen to the album going back to the blue ridge mountains on iheart	PlayMusic
will it be windy at 4 pm in ny	GetWeather
play my sophisticated dinner playlist on slacker	PlayMusic
play a track by deeyah khan 	PlayMusic
is the film goodrich quality theaters playing at 12:26 am	SearchScreeningEvent
is it supposed to hail in rosenberg in the french polynesia	GetWeather
is it supposed to gt colder in or	GetWeather
what amc theaters is the red dance playing at	SearchScreeningEvent
give 1 out of 6 to west of january	RateBook
show me the a-myin-thit tv series	SearchCreativeWork
is cape mount nature conservation unit has storm weather	GetWeather
tell me if it ll be chilly 1 second from now here	GetWeather
can you play some eighties music	PlayMusic
add the wee wee man to pamela s stress relief playlist	AddToPlaylist
i m looking for a novel called and then there was light 	SearchCreativeWork
rate this textbook a one	RateBook
add the avispa track to my bass gaming playlist 	AddToPlaylist
add tune to cleaning the house	AddToPlaylist
rate the current novel a two	RateBook
please add this song to madden nfl 16	AddToPlaylist
for the book icon of evil  i rate a 2	RateBook
play a top symphony sort form 1959 by stuart garrard 	PlayMusic
what time will the movie house be showing on the beat	SearchScreeningEvent
i need a diner	BookRestaurant
what is the weather forecast for wolin national park three seconds from now	GetWeather
i wish to listen to good symphony music by mi lu bing 	PlayMusic
can i get the listings for the film at the nearest movie theatre	SearchScreeningEvent
how cold is it in princeton junction	GetWeather
add this artist to my jazz playlist	AddToPlaylist
will it get warmer in holy cross wilderness	GetWeather
i d like to watch army at wanda group	SearchScreeningEvent
please find me chance pe dance 	SearchCreativeWork
rate the rats chronicle 5 of 6	RateBook
book a table for four in orchard grass hills  nv	BookRestaurant
i am giving this current essay zero out of 6 stars	RateBook
show me movies in the area	SearchScreeningEvent
find do you wanna touch me  a song	SearchCreativeWork
i want to give this essay zero out of 6	RateBook
add dahmer to hiphop hot 50	AddToPlaylist
rate the demolished man a five 	RateBook
add angela au to the playlist radar latino	AddToPlaylist
find a feather in her hat at magic johnson theatres	SearchScreeningEvent
i would like to book a puglia food court in ky	BookRestaurant
what is the forecast at four am in zambia	GetWeather
i want lance king in my list called one love	AddToPlaylist
when can i catch a screening of shivers in summer	SearchScreeningEvent
add chris de burgh  in my playlist melancholia	AddToPlaylist
what is the weather at the current position	GetWeather
is it going to be warmer in central cebu protected landscape	GetWeather
add troy andrews to my pop punk powerhouses	AddToPlaylist
add a tune to rare groove	AddToPlaylist
play my melodious playlist	PlayMusic
find a movie theatre with rogues and romance that is nearest	SearchScreeningEvent
find the stone free game	SearchCreativeWork
can i get todays movie schedule for the movies that are close by	SearchScreeningEvent
i d like a table for 10 at a distant place downtown for next fall	BookRestaurant
show me the song spiderman of the rings	SearchCreativeWork
play some showtunes music 	PlayMusic
play alles heeft ritme by liu tianhua 	PlayMusic
in one hundred twenty seven days i d like to eat at a pizzeria in north lima	BookRestaurant
give the resistance 2 out of 6 stars 	RateBook
give 0 out of 6 stars to reality of certainty	RateBook
is it going to be rainy in kings valley  kosovo next mon 	GetWeather
is it chilly in ecola state park at 2 pm	GetWeather
what s the forecast for gamaliel	GetWeather
book a restaurant in fort gates  fl	BookRestaurant
play dave mason s soundtrack on last fm 	PlayMusic
book a restaurant for me and rosemary at 1 am	BookRestaurant
rate this current novel one points 	RateBook
please get me the welcome to the rileys game 	SearchCreativeWork
play me the greatest track of 1966	PlayMusic
add sam moran music to my tgif playlist	AddToPlaylist
find movie schedules 	SearchScreeningEvent
find a photograph called xquery api for java	SearchCreativeWork
can i hear a da brat ep	PlayMusic
find the schedule for the closest films at a cinema at meal time 	SearchScreeningEvent
move this tune by hironobu kageyama to my baila reggaeton playlist	AddToPlaylist
book a highly rated fast food restaurant in falmouth 	BookRestaurant
give the current album a score of five out of 6	RateBook
add billy strayhorn to my highway 61 playlist	AddToPlaylist
show movies in the neighborhood	SearchScreeningEvent
i d like a table for 6 at a restaurant in denmark at 22	BookRestaurant
give the televised morality series a one 	RateBook
add munia the tale to my playlist called adrenaline workout	AddToPlaylist
will it be foggy in the same area of parc provincial kettle lakes on february the thirteenth  2018	GetWeather
please add checkmate to my irish folk – jigs & reels playlist	AddToPlaylist
play the lure of the mask song	SearchCreativeWork
i rate this novel  2 of 6 points	RateBook
let me listen to the music of nature album by paul draper 	PlayMusic
what s the weather in koontz lake	GetWeather
find the schedule for the tooth will out at sunrise 	SearchScreeningEvent
i d like to watch three word brand at the cinema	SearchScreeningEvent
find movie schedules for nearby films 	SearchScreeningEvent
what time do the movies play at southern theatres	SearchScreeningEvent
play the soundtrack that tom bellamy contributed to	PlayMusic
i want a table for four at a place in california	BookRestaurant
0 stars for this textbook 	RateBook
play a song from 1990 on netflix	PlayMusic
rate the chronicle following a 4	RateBook
play in your eyes by gareth gates on netflix	PlayMusic
i would give this novel a rating of two	RateBook
i need a restaurant that has internet access for a party of six	BookRestaurant
add this tune to the heavy gamer playlist 	AddToPlaylist
play music from 1960	PlayMusic
what movies are playing at regal entertainment group	SearchScreeningEvent
play fill yourself with music by ray manzarek	PlayMusic
the current book i m reading is only worthy of a 3  	RateBook
book a table for ten people in eucalyptus hills 	BookRestaurant
the boring peace on earth gets a two out of 6  	RateBook
show me schedules to see a film with me in it 	SearchScreeningEvent
is it forecast to be chilly in iowa	GetWeather
i want to see the trailer amor puro	SearchCreativeWork
show creative photograph named none of the above	SearchCreativeWork
please book a coffeehouse restaurant type room to accommodate gretchen  trisha and amber which serves pastelaria dish	BookRestaurant
book a restaurant at tennessee	BookRestaurant
find movies around here with movie schedules	SearchScreeningEvent
i want to hear a track from the fourties 	PlayMusic
book me top-rated restaurant for 9 members for midnight at fair bluff ri	BookRestaurant
find the trailer for seven year itch 	SearchCreativeWork
i want to find a salami restaurant in bastian in	BookRestaurant
make me a reservation in tn somewhere nearby for a party of 4	BookRestaurant
i would give dead man falling 5 points and a best rating of 6	RateBook
play a trailer for sencha touch	SearchCreativeWork
find the movie times at consolidated theatres 	SearchScreeningEvent
book a table for 2 in gleed 	BookRestaurant
find movie times	SearchScreeningEvent
can i get the showtimes for the man who could talk to kids	SearchScreeningEvent
what time does tie a yellow ribbon play at magic johnson theatres	SearchScreeningEvent
i need a table at somewhere within walking distance of nv on november the 24th  2027	BookRestaurant
add mg the visionary to my dubstep playlist	AddToPlaylist
give one out of 6 stars to free market fairness	RateBook
i want to book a meal at a restaurant that searves kouglof 	BookRestaurant
i d like seats for five at a place in verden right now	BookRestaurant
when is for lovers only playing	SearchScreeningEvent
rate this essay 5 of 6	RateBook
will there be cloud action in saint bernard  virgin islands	GetWeather
when is beyond my reach scheduled at the nearest cinema	SearchScreeningEvent
i d like to eat a restaurant in or nearby pelahatchie at 12 o clock	BookRestaurant
play the wizard and i on zvooq	PlayMusic
add connee boswell to the relaxing playlist 	AddToPlaylist
book a table for 3 far from tullytown at a coffeehouse with a smoking room	BookRestaurant
book midday at a faraway cuban place for five at a top-rated bakery in grainola	BookRestaurant
forecast in layhigh	GetWeather
play music from carina round	PlayMusic
add this track to my party playlist	AddToPlaylist
me and my niece want to eat somewhere close by hopatcong	BookRestaurant
will it be chillier in suwannee	GetWeather
what is the weather forecast for my current position	GetWeather
play me a song from 1968 on spotify	PlayMusic
add run rudolph run to my rockin  playlist	AddToPlaylist
rate the starship trap 5 stars	RateBook
for the playlist this is mozart add nana mizuki live fighter -blue x red side-	AddToPlaylist
i would like ignacio figueredo s tune added to electronow 	AddToPlaylist
please provide me with movie schedules 	SearchScreeningEvent
find the song titled the rivalry: red v  blue	SearchCreativeWork
add jason webley to classical intimate dinner playlist	AddToPlaylist
add album to my classical essentials playlist	AddToPlaylist
i need the movie schedules for century theatres	SearchScreeningEvent
find a tale of two cities  a painting	SearchCreativeWork
i need to reserve a seat for one in sd at a brasserie restaurant   	BookRestaurant
use the service lastfm to play music by the artist ai kago	PlayMusic
find switching channels	SearchCreativeWork
