text	label
aahuti is a 1978 hindi family drama film directed by ashok v bhushan the films stars rajendra kumar shashi kapoor rakesh roshan parveen babi zaheera and madan puri	13
the b sentrift is a mountain of the pennine alps overlooking t sch and zermatt in the canton of valais it lies north of the oberrothorn	8
japanil kalyanaraman  1985  is a tamil language film starring kamal haasan in the lead role of the protagonist this was the first tamil movie sequel  of kalyanaraman  it garnered mixed reviews and performed average business at the box office	13
lophostachys laxiflora is a plant native of cerrado vegetation of brazil this plant is cited in flora brasiliensis by carl friedrich philipp von martius	11
the stearman model x 100 was a competitor in an united states army air corps competition for a twin engined attack aircraft which  after redesigns  led to the douglas a 20 havoc martin a 22 maryland and north american b 25 mitchell	6
the national hotel is on the corner of high and market streets fremantle originally built as a shop in 1868 it was occupied by the national bank in the early 1880s when the bank relocated in 1886 the building became the national hotel	7
state higher educational institution i ya horbachevsky ternopil state medical university of ministry of health care of ukraine is a ukrainian university in ternopil post address: 46001 ternopolis forum libertatis 1 tel  0352  52 44 92 fax  0352  52 41 83	2
the british rail class 25 diesel locomotives were also known as sulzer type 2 in total 327 locomotives of this type were built between 1961 and 1967	6
manuel pami  born 20 august 1986  is a croatian footballer who plays as a left back for italian side siena on loan from chievo	4
ihor bohdanovych ilkiv  ukrainian: born 15 march 1985 in lviv ukrainian ssr soviet union  is a professional ukrainian football defender who plays for fc nyva ternopil in the ukrainian second league	4
sylvester douglas 1st baron glenbervie pc kc frs fsa  24 may 1743 2 may 1823  was a british lawyer politician and diarist he was chief secretary for ireland between 1793 and 1794	5
jerome patrick jerry conway  june 7 1901 april 16 1980  was a major league baseball pitcher who played in 1920 with the washington senators he batted and threw left handed he was born and died in holyoke massachusetts	4
mary call darby collins  september 11 1911 november 29 2009  was an american historic preservationist widow of former governor leroy collins and first lady of florida from 1955 to 1961	5
ginger pye is a book by eleanor estes about a dog named ginger pye the book was originally published in 1951 and it won the newbery medal for excellence in american children 's literature in 1952	14
st luke 's is an anglican church in clifford west yorkshire england it is one of three churches in clifford the second largest after st edward king and confessor	7
saadat bolaghi  persian: also romanized as sa dat bol gh also known as s veh bol gh  is a village in arshaq e markazi rural district arshaq district meshgin shahr county ardabil province iran at the 2006 census its population was 21 in 6 families	9
drzazgi d az i is a village in the administrative district of gmina wi tki within olsztyn county warmian masurian voivodeship in northern poland before 1772 the area was part of kingdom of poland 1772 1945 prussia and germany  east prussia 	9
hauptmann is a crater on mercury it has a diameter of 120 kilometers its name was adopted by the international astronomical union in 1985 hauptmann is named for the german playwright gerhart hauptmann who lived from 1862 to 1946	8
lor kosh  persian: also known as l r kosh  is a village in padena ye olya rural district padena district semirom county isfahan province iran at the 2006 census its population was 155 in 36 families	9
the striped grunter  hephaestus obtusifrons  is a species of fish in the terapontidae family it is found in west papuain indonesia and papua new guinea	10
fires of winter is a novel by johanna lindsey originally published in september 1980 by avon books it is the first book in the haardrad family saga series plot: the viking invaders came from across an icy sea taking lady brenna as their captive	14
wanlessia sedgwicki is a species of jumping spider that is endemic to northwestern borneo males have a body length of 3 2 mm the carapace is dark yellowish brown	10
cortland is a cultivar of apple after the many attributes of mcintosh were discovered plant breeders began crossing it with other varieties to enhance its traits one of the earliest was the cortland combined with the ben davis variety	11
maciej bydli ski  born march 11 1988 in szczyrk poland  is an alpine skier from poland he competed for poland at the 2014 winter olympics in the alpine skiing events	4
tago 's brown frog rana tagoi is a species of frog in the ranidae family endemic to japan its natural habitats are subtropical or tropical moist lowland forests subtropical or tropical moist montane forests rivers and freshwater marshes	10
the west bay tower is a 25 floor tower in the business bay in dubai united arab emirates construction of the west bay tower is expected to be completed in 2008	7
entertainment and sports lawyer is a law review published by the forum on the entertainment and sports industries of the american bar association it is aimed at lawyers who specialize in entertainment and sports	14
t shirt hell is a website that sells humor t shirts the company is known for producing shirts that cause controversy due to the offensive material and the political incorrectness its products often convey	1
dizaj e jalu  persian: also romanized as d zaj e j l also known as d zaj e ch l  is a village in bozkosh rural district in the central district of ahar county east azerbaijan province iran at the 2006 census its population was 197 in 37 families	9
avatar press is an independent american publisher of comic books founded in 1996 by william a christensen and based in rantoul illinois avatar initially published only mini series they subsequently expanded to other formats currently avatar publishes several ongoing series	1
barrow neurological institute  bni  was founded in 1961 and is the world 's largest neurological disease treatment and research institution the main campus is located at 310 w thomas road phoenix arizona	7
anne mie van kerckhoven  born 5 december 1951  is a belgian artist whose work involves painting drawing computer art and video art	3
king and prince hotel is a hotel located on st simons island in the u s state of georgia	7
a maze and amazement is the debut album by new zealand post rock band the enright house released in may 2007 on a low hum records	12
al yateematain  arabic: the two orphans  is a 1949 egyptian drama film written by abo el seoud el ebiary directed by hassan al imam starring egyptian actress faten hamama the film was based on the novels of adolphe d'ennery and eug ne cormon	13
hari  persian: also romanized as ar  is a village in ladiz rural district in the central district of mirjaveh county sistan and baluchestan province iran at the 2006 census its population was 40 in 8 families	9
the rubik r 26 g b is a family of hungarian high wing two seat training gliders that was designed by ern rubik the father of ern rubik the inventor of the rubik 's cube and produced by auto aero	6
sweet bird of youth is a 1962 film starring paul newman geraldine page shirley knight madeleine sherwood ed begley rip torn and mildred dunnock based on the play by tennessee williams it focusses on the relationship between a drifter and a faded movie star	13
in solitary witness: the life and death of franz j gerst tter is a book written by gordon zahn originally published in 1964 its subject is the conscientious objector saint franz j gerst tter	14
rud aero is an american aircraft manufacturer rud aero occupies a 35000 sq ft building at sebastian municipal airport	1
philodoria epibathra is a moth of the gracillariidae family it is endemic to molokai they probably mine the leaves of their host plant	10
andrew berg  born anders berg on october 16 1869 in grand duchy of finland russian empire died march 1 1939 in anchorage alaska territory  was an immigrant to the district of alaska who was a prominent fisher hunter and trapper he became the first licensed big game guide in alaska	7
caryocolum splendens is a moth of the gelechiidae family it is found in iran the length of the forewings is about 5 mm the forewings are dark brown mottled with white and light brown there are white markings mixed with fuscous adults have been recorded on wing in early july	10
silmsi is a village in kose parish harju county in northern estonia	9
guilty the debut ep by norwegian band octavia sperati was released in 2002	12
symplocos hispidula is a species of plant in the symplocaceae family it is endemic to sri lanka	11
the p r ul mare river is a tributary of the r mnicel river in romania	8
the basilique cath drale sainte c cile is a roman catholic minor basilica dedicated to st cecilia located in salaberry de valleyfield quebec canada the basilica is under the circumscription of the roman catholic diocese of valleyfield the basilica was decreed on february 9 1991	7
kolah pay qasem  persian: also romanized as kolah p y q sem  is a village in howmeh rural district in the central district of gilan e gharb county kermanshah province iran at the 2006 census its existence was noted but its population was not reported	9
ronald duncan ronnie sales  19 september 1920 august 1995  was an english footballer who played in the football league as a defender for leyton orient and hartlepool united	4
islander middle school  ims  is a public middle school located on mercer island washington usa and is part of the mercer island school district	2
hohenbergia conquistensis is a species of the genus hohenbergia this species is native to brazil	11
the alverez polliwagen is an 1970s homebuilt aircraft the aircraft has a combination of many high performance features not typically found in a volkswagen air cooled engine powered homebuilt	6
the wittemann lewis training tractor  sometimes referred to as the t t  is an american two seat military training biplane designed and built by the wittemann lewis aircraft company	6
wine was a 1924 american silent melodrama directed by louis j gasnier produced and released by universal pictures under their 'jewel' banner the film featured clara bow in her first starring role the film is now presumed lost	13
melissa hill is a former pornographic actress and director she performed in over 200 movies during her career and was inducted into the avn hall of fame in 2014	3
goli kuh  persian: also romanized as gol k h also known as g v k h and guluk h  is a village in kuhestan rural district rostaq district darab county fars province iran at the 2006 census its population was 102 in 23 families	9
nabaluia is a genus of flowering plants from the orchid family orchidaceae	11
the empire strikes back is the fifth studio album by country teasers	12
enrique santos molano  born 1942  is a colombian journalist for el tiempo and writer of several novels and biographies	3
osmunda intermedia is a semifertile hybrid between osmunda japonica and osmunda lancea	11
via a medical  medical life  is a romanian weekly medical magazine which publishes medical news commentaries and peer reviewed medical articles	14
chammeh  persian: also romanized as chameh also known as chamba  is a village in soltaniyeh rural district soltaniyeh district abhar county zanjan province iran at the 2006 census its population was 24 in 11 families	9
kolla is a mountain of oppland in southern norway	8
battlegoat studios is a canadian software developer founded in 2000	1
the known world is a 2003 historical novel by edward p jones set in antebellum virginia it examines the issues regarding the ownership of black slaves by both white and black americans	14
nanna eningae is a moth of the arctiidae family it was described by pl tz in 1880 it is found in cameroon the republic of congo equatorial guinea ghana kenya nigeria somalia togo and uganda	10
carmel high school basaveshwaranagar bangalore is a co educational recognized private unaided institution located at judges colony basaveshwaranagar bangalore karnataka india the medium of instruction is english the academic year of the school is from june to april	2
the savoia marchetti sm 80 was a two seat monoplane amphibian tourer with a single tractor engine mounted above the wing designed in italy in the early 1930s the sm 80bis was a four seat variant powered by two pusher engines	6
love letters is the fourth studio album by english electronic band metronomy released on march 10 2014 through because music	12
siah kaman  persian: meaning black bow  is a mountain in the takht e suleyman massif alborz mountain range north of iran its elevation is 4472 metres  14672 ft 	8
kim stockwood  born 11 november 1965 in st john 's newfoundland and labrador canada  is a canadian pop singer songwriter and television and radio personality	3
michel constandt  born 17 november 1938  is a belgian fencer he competed in the individual foil and p e events at the 1968 summer olympics	4
geranium purpureum is a species of plant in the genus geranium	11
anthoceros agrestis commonly called field hornwort is a bryophyte of the anthoceros genus it has complicated taxonomies	11
aliabad  persian: also romanized as al b d  is a village in tameshkol rural district nashta district tonekabon county mazandaran province iran at the 2006 census its population was 311 in 79 families	9
lesbian poetry: an anthology is a 1981 poetry anthology edited by elly bulkin and joan larkin it has been called the breakthrough volume for lesbian poetry that reflected early lesbian feminist concerns with multiculturalism and issues of radical revision of society  race class gender roles and age 	14
west side high school is a four year  9 12  public school of the gary community school corporation in gary indiana united states	2
kronoscope is a peer reviewed academic journal dedicated to the interdisciplinary study of time both in the humanities and in the sciences it is published biannually under the imprint of brill publishers on behalf of the international society for the study of time it is indexed in sociological abstracts	14
stv is estonian cable television company founded in 1995 and located in tallinn estonia	1
for the nursing specialty see psychiatric and mental health nursing psychiatric nursing is a 1958 documentary film directed by lee r bobker it was nominated for an academy award for best documentary feature	13
bala marzbal  persian: also romanized as b l marzb l  is a village in gatab e jonubi rural district gatab district babol county mazandaran province iran at the 2006 census its population was 149 in 36 families	9
10:10  bengali:  is a 2008 bengali comedy film directed by arin paul it features soumitra chatterjee kanchan mullick claudia ciesla subrata dutta aparajita ghosh das and abir chatterjee	13
jacksonville university  ju  is a private university in jacksonville florida united states the school was founded in 1934 as a two year college and was known as jacksonville junior college until 1958 when it shifted its focus to four year university degrees and adopted its present name	2
maxim yuryevich sushinsky  russian: born july 1 1974  is a russian professional ice hockey player his last name is sometimes transliterated as sushinski or sushinskiy	4
hmcs nanaimo was a flower class corvette that served with the royal canadian navy during the second world war she served on both coasts during the war she was named for nanaimo british columbia	6
the universidad nacional pedro henr quez ure a  also called unphu  is a private coeducational university in santo domingo dominican republic	2
captain blood: his odyssey is an adventure novel by rafael sabatini originally published in 1922	14
chris gohde  born november 16 1966  is an american musician best known for playing drums with the seattle based metal bands mistrust and my sister 's machine	3
mianbar  persian: also romanized as m nbar  is a village in eqbal e sharqi rural district in the central district of qazvin county qazvin province iran at the 2006 census its population was 404 in 116 families	9
uk financial investments  ukfi  is a limited company set up in november 2008 and mandated by the uk government to manage hm treasury 's shareholdings in banks subscribing to its recapitalisation fund	1
gwen sebastian is primarily a country music singer songwriter sebastian was signed to lofton creek records in 2009 and released two singles for the label in 2012 she was a contestant on the second season of the voice	3
anthidium clypeodentatum is a species of bee in the family megachilidae the leaf cutter carder or mason bees	10
robots androids and mechanical oddities: the science fiction of philip k dick is a collection of science fiction stories by philip k dick it was first published by the southern illinois university press in 1984 and was edited by patricia s warrick and martin h greenberg	14
the b u ar river is a tributary of the bistra river in romania	8
grooming gossip and the evolution of language is a 1996 book by robin dunbar arguing that language evolved from social grooming	14
the world at night  1996  is a novel by alan furst	14
bonsall union elementary school district is a public school district based in san diego county california united states	2
sophora is a genus of about 45 species of small trees and shrubs in the pea family fabaceae the species are native to southeast europe southern asia australasia various pacific islands western south america the western united states florida and puerto rico	11
astrebla is a small genus of xerophytic grasses endemic to australia they are commonly known as mitchell grass species in this genera are:astrebla elymoides hoop mitchell grassastrebla lappacea curly mitchell grassastrebla pectinata barley mitchell grassastrebla squarrosa bull mitchell grass	11
specimens of beauty is a documentary about the rock band phish recording their 2004 album undermind	13
the school of psychology is a constituent body of the faculty of science at the university of sydney australia it is the first established school of psychology in australia and currently one of the largest and most prestigious	2
frank joseph nicotero  born march 4 1969 in pittsburgh pennsylvania  is an american comedian widely known as the host of the syndicated comedy game show street smarts	3
the power of one is the soundtrack to the 1992 film of the same name the soundtrack was composed by hans zimmer	12
the nzr r class was a class of early 0 6 4t single fairlie steam locomotives operated by new zealand 's railways department  nzr  between 1879 and 1936	6
dan duffy is a republican member of the illinois senate he represents constituents in the 26th district including sections of lake mchenry and cook counties	5
the emerald class corvettes were a class of composite screw corvettes built for the royal navy in the mid 1870s	6
earth in flower is a comprehensive historical analysis of southeast asia s most esoteric female performing art: the ancient khmer classical dance formerly known as the royal ballet of cambodia	14
in taxonomy paulschulzia is a genus of algae specifically of the tetrasporales	11
j edward hungerford  25 february 1883 25 april 1964  was an american silent film screenwriter he wrote the scripts for well over 50 films between 1912 and 1921 such as youth 's endearing charm in 1916	3
dwellers in the mirage is a fantasy novel by a merritt it was first published in book form in 1932 by horace liveright the novel was originally serialized in six parts in the magazine argosy beginning with the january 23 1932 issue	14
anotoceras is a smooth shelled discoidal ammonite with a depressed subtrigonal whorl section and ceratitic sutures included in the ceratitid family otoceratidae anotoceras comes from the lower triassic of the himalaya	10
bo tjanov let is a novel by slovenian author florjan lipu it was first published in 2003	14
the deep is a children 's novel by english writer helen dunmore published in 2007 and the third of the ingo tetralogy  following ingo and the tide knot and to be followed by the crossing of ingo 	14
brian hayes  born 23 august 1969  is an irish fine gael politician he is a teachta d la  td  for the dublin south west constituency and also the minister of state at the department of finance	5
president 's office george washington university is a row of historic townhouses at 2003 g street northwest washington d c  also known as 700 20th street nw  in the foggy bottom neighborhood they are now part of the george washington university law school	7
the last letter home  swedish: sista brevet till sverige  is a novel by vilhelm moberg from 1959 it is the fourth and final part of the the emigrants series the shortest book of the four with a faster pace	14
krawler is a silicon valley based information technology company founded in 2005	1
pyramidelloides baculumpastoris is a species of sea snail a marine gastropod mollusk in the family eulimidae the species is one of multiple known species to exist within the genus pyramidelloides	10
marcelo marcelinho magalh es machado  born 12 april 1975 in rio de janeiro  is a brazilian professional basketball player with flamengo in the nbb and the senior men 's brazilian national basketball team	4
ombre su trieste is a 1952 italian film	13
sylvia young theatre school is an independent school in the marylebone area london england it is a specialist performing arts school named after its founder and principal sylvia young	2
iodo   is a 1977 south korean mystery film directed by kim ki young and based on the 1974 novel of the same title by lee cheong jun it was shown at the 28th berlin international film festival	13
palos verdes peninsula high school  also known as peninsula high pen high or pvphs  is one of three public high schools on the palos verdes peninsula in los angeles county california usa  the others being palos verdes high school and rancho del mar high school 	2
the united services college was an english private boys' public boarding school for the sons of military officers located at westward ho ! near bideford in north devon it was founded to prepare pupils for military service many of them graduating to sandhurst and dartmouth naval college	2
henbury hall is a country house located about 1 mile  1 6 km  to the southwest of the village of henbury cheshire england the present house was built in the 1980s in neo palladian style its design being based on palladio 's villa rotonda	7
she must and shall go free is the first solo studio album from singer songwriter derek webb following his 2003 departure from caedmon 's call	12
the first presbyterian church of florence at 225 east butte avenue in florence arizona was built in 1931 it was designed by wallingford bell in mission spanish revival style it was listed on the national register of historic places in 1994 in 2012 the congregation had 64 members	7
taw was the name of a manning wardle 2 6 2t locomotive which was built in 1898 for lynton and barnstaple railway	6
silene stellata  known by the common names starry campion and widow 's frill'  is a perennial summer flowering forb with white flowers which is native to the eastern united states it grows in habitats such as forests river flats and tall grass prairies	11
kyu sakamoto cd dvd the best  best:  is a japanese album with 13 songs performed by kyu sakamoto and recorded by toshiba emi a dvd with a live performance with kyu sakamoto also follows with the cd	12
sambucus cerulea or sambucus nigra ssp cerulea with the common names blue elderberry and blue elder is a coarse textured shrub species of elder in the family adoxaceae	11
christ episcopal church is a historic church on poplar street in elizabethtown kentucky it was built in 1850 and added to the national register in 1988	7
didrik anders gillis bildt  16 october 1820 22 october 1894  was a swedish parliamentarian military officer baron and prime minister 1888 1889	5
genar andrin a cortabarr a  born 9 may 1964  is a spanish retired footballer who played as a central defender	4
melica animarum is a species of grass in the poaceae family that is endemic to sierra de las nimas	11
the propeamussiidae are a taxonomic family of saltwater clams marine bivalve mollusks in the order ostreoida this family is related to oysters and scallops and contains nine genera	10
elkhart high school is a public high school located in elkhart texas it is part of the elkhart independent school district located in southwestern anderson county and classified as a 2a school by the uil in 2013 the school was rated met standard by the texas education agency	2
pholiurus is a monotypic genus of grass in the poaceae family the sole species is pholiurus pannonicus	11
empire cobbett was a 9811 grt tanker which was built in 1942 by furness shipbuilding co ltd haverton hill on tees for the ministry of war transport  mowt  in 1946 she was sold into merchant service and renamed san wilfrido she was scrapped in 1959	6
katarina tarr is a football defender from montana usa currently playing for portland thorns fc of the nwsl she previously played for sg essen sch nebeck in the german bundesliga and for wpsl and w league sides river cities fc fc st louis and buffalo flash	4
jill carnes is an elephant six related musician and artist she performs as thimble circus	3
ranee narah  born 31 october 1965  is an indian politician who is currently the minister of state for tribal affairs in the union cabinet of india she holds the position of deputy chief whip of the indian national congress and represents lakhimpur as its member of parliament  mp 	5
meed abbreviated from the former name middle east economic digest is a 54 year old business intelligence tool for the middle east and north africa  mena  providing analysis and commentary on middle eastern markets companies people and data on the regional projects market	1
ulfenbach is a river of baden w rttemberg germany	8
frederiksted historic district is a historic district in frederiksted united states virgin islands it includes fort frederik it was listed on the u s national register of historic places in 1976	7
sepah mahalleh  persian: also romanized as sep h ma alleh also known as sep h e d nesh  is a village in pazevar rural district rudbast district babolsar county mazandaran province iran at the 2006 census its population was 276 in 83 families	9
knollerbach is a river of north rhine westphalia germany	8
ormocarpopsis parvifolia is a species of legume in the fabaceae family it is found only in madagascar	11
the redwater raid is a novel written by the english author michael de larrabeiti and published in 1972 in the united kingdom by coronet books under the penname of nathan lestrange	14
saint peter the apostle church is a historic church at 94 somerset street in new brunswick middlesex county new jersey united states it was built in 1865 and added to the national register in 2005	7
the cessna 188 is a family of light agricultural aircraft produced between 1966 and 1983 by the cessna aircraft company the various versions of the 188 the agwagon agpickup agtruck and aghusky along with the agcarryall variant of the 185 constituted cessna 's line of agricultural aircraft	6
the aracatimirim river is a river of cear state in eastern brazil	8
the treatment trap how the overuse of medical care is wrecking your health and what you can do to prevent it is a 2010 book by rosemary gibson and janardan prasad singh about unnecessary health care	14
heritage banking company limited  hbcl  also known as heritage bank plc but often referred to as heritage bank is a commercial bank in nigeria it is one of the commercial banks licensed by the central bank of nigeria the country 's banking regulator	1
barb morrison  born barbara jean morrison on may 22 1967  is an american recording artist top 5 billboard dance chart songwriter and gold record producer best known as producer for numerous artists such as blondie rufus wainwright l p and as one half of the production duo super buddha	3
the death of vishnu  2001  is a novel by indian american writer manil suri the book is about the spiritual journey of a dying man named vishnu living on a landing of a bombay apartment building as well as the lives of the residents living in the building	14
the royal university of agriculture  rua  is a leading public agricultural university in cambodia it is located in southwest phnom penh the university is operated by the ministry of agriculture forestry and fisheries	2
callionymus flavus is a species of dragonet endemic to the red sea	10
the test of my life: from cricket to cancer and back is the autobiography of the indian cricketer yuvraj singh it was released on19 march 2013	14
german submarine u 144 was a type iid u boat of nazi germany 's kriegsmarine during world war ii she was laid down on 10 january 1940 by deutsche werke of kiel and commissioned on 2 october 1940	6
tim prusmack  1962 2004  was an american artist he specialized in pen and ink drawings of u s currency	3
weybourne priory was a medieval monastic house in norfolk england	7
morningstar inc is an investment research firm headquartered in chicago illinois united states	1
'tropic skye' is a hybrid cultivar of the genus tillandsia in the bromeliad family	11
the old world orioles  oriolidae  are a family of old world passerine birds	10
motorwali is a bollywood film it was released in 1942	13
town hill is the highest point on the island of bermuda at 79 metres	8
john henry days is a 2001 pulitzer prize shortlisted novel by african american author colson whitehead john henry days is a portrait of america through a patchwork of interweaving histories whitehead reveals how a nation creates its present through the stories it tells of its past	14
myristica mediterranea is a species of plant in the myristicaceae family it is found in indonesia and papua new guinea	11
jon haward is a british comics artist he has illustrated teenage mutant ninja turtles judge dredd sinister dexter and biker mice from mars among others	3
